Wrong notification ID specified.,ระบุรหัสการแจ้งที่ไม่ถูกต้อง,module,Magento_AdminNotification
Wrong message type,ประเภทข้อความไม่ถูกต้อง,module,Magento_AdminNotification
We were unable to synchronize one or more media files. Please refer to the log file for details.,เราไม่สามารถเชื่อมไฟล์ได้อย่างน้อยหนึ่งไฟล์ โปรดดูที่ไฟล์บันทึกเพื่อดูรายละเอียด,module,Magento_AdminNotification
We couldn't remove the messages because of an error.,ไม่สามารถลบได้เนื่องจากเกิดข้อผิดพลาดบางอย่าง,module,Magento_AdminNotification
We couldn't mark the notification as Read because of an error.,ไม่สามารถทำเครื่องหมายการแจ้งเตือนว่าอ่านแล้วเนื่องจากเกิดข้อผิดพลาดบางอย่าง,module,Magento_AdminNotification
Use HTTPS to Get Feed,ใช้ HTTPS เพื่อรับข้อเสนอแนะ,module,Magento_AdminNotification
Update Frequency,ความถี่อัปเดต,module,Magento_AdminNotification
unread,ยังไม่อ่าน,module,Magento_AdminNotification
Total of %1 record(s) have been removed.,%1 รายการ ลบเรียบร้อยแล้ว,module,Magento_AdminNotification
The message has been removed.,บัญชีบัตรของขวัญนี้ถูกนำออกแล้ว,module,Magento_AdminNotification
The message has been marked as Read.,ไฟล์นี้จะแทนที่ไฟล์ custom.css ปัจจุบันและต้องมีขนาดไม่เกิน 2 MB,module,Magento_AdminNotification
System Messages:,ข้อความระบบ:,module,Magento_AdminNotification
System messages,ข้อความระบบ,module,Magento_AdminNotification
Synchronization of media storages has been completed.,การเชื่อมต่อของการจัดเก็บไฟล์สมบูรณ์,module,Magento_AdminNotification
Show Toolbar,แสดงแถบเครื่องมือ,module,Magento_AdminNotification
Show List,แสดงรายการ,module,Magento_AdminNotification
Severity,ความรุนแรง,module,Magento_AdminNotification
See All (,ดูทั้งหมด (,module,Magento_AdminNotification
Remove,ลบ,module,Magento_AdminNotification
Read Details,อ่านรายละเอียด,module,Magento_AdminNotification
Please select messages.,กรุณาเลือกข้อความ,module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","ไปที่ <a href=""%1""> การจัดการ Cache </a>",module,Magento_AdminNotification
One or more of the Cache Types are invalidated: %1.,Cache ถูกเลิกใช้งาน:%1,module,Magento_AdminNotification
Notifications,การแจ้งเตือน,module,Magento_AdminNotification
notice,แจ้งให้ทราบ,module,Magento_AdminNotification
minor,ผู้เยาว์,module,Magento_AdminNotification
Messages Inbox,กล่องข้อความ,module,Magento_AdminNotification
Message,ข้อความ,module,Magento_AdminNotification
Mark as Read,ทำเครื่องหมายว่าอ่านแล้ว,module,Magento_AdminNotification
Major System Messages,ข้อความระบบหลัก,module,Magento_AdminNotification
major,สำคัญ,module,Magento_AdminNotification
Last Update,อัปเดตล่าสุด,module,Magento_AdminNotification
Incoming Message,ข้อความเข้า,module,Magento_AdminNotification
Date Added,วันที่เพิ่ม,module,Magento_AdminNotification
Critical System Messages,ข้อความระบบที่สำคัญ,module,Magento_AdminNotification
critical,วิกฤติ,module,Magento_AdminNotification
close,ปิด,module,Magento_AdminNotification
Close,ปิด,module,Magento_AdminNotification
A total of %1 record(s) have been marked as Read., %1 รายการได้ทำเครื่องหมายว่าอ่านแล้ว,module,Magento_AdminNotification
Are you sure?,คุณมั่นใจหรือไม่?,module,Magento_AdminNotification
Actions,การกระทำ,module,Magento_AdminNotification
6 Hours,6 ชั่วโมง,module,Magento_AdminNotification
2 Hours,2 ชั่วโมง,module,Magento_AdminNotification
24 Hours,24 ชั่วโมง,module,Magento_AdminNotification
1 Hour,1 ชั่วโมง,module,Magento_AdminNotification
12 Hours,12 ชั่วโมง,module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} ไม่แนะนำให้ใช้ใน server จริง ในการตั้งต่า Base Unsecure URL / Base Secure URL แนะนำให้ไปตั้งค่าที่ <a href=""%1"">configuration</a>.",module,Magento_AdminNotification
You removed the items.,ลบรายการเรียบร้อยแล้ว,module,Magento_AdvancedCheckout
You removed the item.,ลบรายการเรียบร้อยแล้ว,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","ไฟล์ CSV ของคุณต้องมีคอลัมน์ ""รหัสสินค้า"" และ ""จำนวน""",module,Magento_AdvancedCheckout
You need to choose options for your item.,คุณต้องเลือกตัวเลือกสำหรับรายการของคุณ,module,Magento_AdvancedCheckout
You must buy at least %1 of these per purchase.,คุณต้องซื้ออย่างน้อย %1 ต่อครั้ง,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","คุณยังไม่ได้ป้อนรหัสสินค้า โปรด <a href=""%1""> คลิกที่นี่ </a> เพื่อเพิ่มสินค้าจากรหัสสินค้า",module,Magento_AdvancedCheckout
You have not entered a product SKU.,คุณยังไม่ได้ป้อนรหัสสินค้า,module,Magento_AdvancedCheckout
You do not have access to this.,คุณไม่สามารถเข้าถึงได้,module,Magento_AdvancedCheckout
You cannot upload this file.,คุณไม่สามารถอัปโหลดไฟล์นี้ได้,module,Magento_AdvancedCheckout
You cannot configure a product.,คุณไม่สามารถกำหนดค่าผลิตภัณฑ์ได้,module,Magento_AdvancedCheckout
You cannot add a product.,ไม่สามารถเพิ่มสินค้าได้,module,Magento_AdvancedCheckout
You can buy up to %1 of these per purchase.,คุณสามารถซื้อได้ %1 ต่อครั้ง,module,Magento_AdvancedCheckout
You can add only enabled products.,คุณสามารถเพิ่มสินค้าที่ใช้งานเท่านั้น,module,Magento_AdvancedCheckout
You can't add this many to your cart.,คุณไม่สามารถเพิ่มจำนวนนี้ลงในรถเข็นของคุณได้,module,Magento_AdvancedCheckout
You added %1 to your shopping cart.,เพิ่ม %1 ไปยังรถเข็นแล้ว,module,Magento_AdvancedCheckout
You added %1 product to your shopping cart.,เพิ่ม %1 ลงในรถเข็นของคุณแล้ว,module,Magento_AdvancedCheckout
You added %1 products to your shopping cart.,เพิ่ม %1 ลงในรถเข็นของคุณแล้ว,module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups",ใช่ สำหรับลูกค้าเฉพาะกลุ่ม,module,Magento_AdvancedCheckout
"Yes, for Everyone",ใช่ สำหรับทุกคน,module,Magento_AdvancedCheckout
Wish List (%1),รายการสินค้าที่ต้องการ (%1),module,Magento_AdvancedCheckout
What's this?,นี่คืออะไร?,module,Magento_AdvancedCheckout
We don't have as many of these as you want.,สินค้ามีจำนวนไม่พอ,module,Magento_AdvancedCheckout
We can't find this wish list.,ไม่พบรายการสินค้าที่ต้องการนี้,module,Magento_AdvancedCheckout
We can't find this store.,เราไม่สามารถหาร้านค้านี้ได้,module,Magento_AdvancedCheckout
We can't find this customer.,เราไม่สามารถหาลูกค้ารายนี้ได้,module,Magento_AdvancedCheckout
We can't add the item to your cart.,ไม่สามารถเพิ่มรายการลงในรถเข็นของคุณได้,module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","ไม่สามารถเพิ่มสินค้าในรถเข็นจากรหัสสินค้า ""%1"" ได้",module,Magento_AdvancedCheckout
View Shopping Cart,ดูตะกร้าสินค้า,module,Magento_AdvancedCheckout
View and modify Shopping Cart,ดูและแก้ไขตะกร้าสินค้า,module,Magento_AdvancedCheckout
Upload File,อัปโหลดไฟล์,module,Magento_AdvancedCheckout
Update Items and Quantities,อัปเดตรายการและจำนวน,module,Magento_AdvancedCheckout
Total %1 product(s),รวม %1 รายการ,module,Magento_AdvancedCheckout
This product is assigned to another website.,ผลิตภัณฑ์นี้ถูกกำหนดให้กับเว็บไซต์อื่น,module,Magento_AdvancedCheckout
The wish list item is not loaded.,คำสั่งซื้อนี้ไม่มีอยู่แล้ว,module,Magento_AdvancedCheckout
The wish list item id is not received.,คำสั่งซื้อนี้มีรายการ (%1) และไม่สามารถแก้ไขได้ผ่านอินเทอร์เฟซผู้ดูแลระบบ หากคุณต้องการแก้ไขต่อรายการ (%2) จะถูกนำออกคำสั่งจะถูกยกเลิกและจะมีการวางคำสั่งซื้อใหม่,module,Magento_AdvancedCheckout
The text of the link to the My Account &gt; Order by SKU page,รีจิสตรีของขวัญนี้ไม่มีรายการใด ๆ,module,Magento_AdvancedCheckout
The SKU was not found in the catalog.,การตั้งค่านี้จะใช้เมื่อราคาทั้งหมดในช่วงราคาที่เฉพาะเจาะจงเท่ากัน,module,Magento_AdvancedCheckout
The file is empty.,นี่คือตัวเลือกที่จำเป็น,module,Magento_AdvancedCheckout
The file is corrupt.,นี่คือข้อมูลที่จำเป็น.,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.",กฎนี้ไม่มีอยู่อีกต่อไป,module,Magento_AdvancedCheckout
Subtotal:,ยอดรวม:,module,Magento_AdvancedCheckout
Subtotal,ยอดรวม,module,Magento_AdvancedCheckout
Specify the product's options.,ระบุตัวเลือกของผลิตภัณฑ์,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.",ขออภัย มีบางอย่างผิดพลาด คุณสามารถหาข้อมูลเพิ่มเติมได้ในบันทึกข้อผิดพลาด,module,Magento_AdvancedCheckout
Something went wrong while reordering this product.,เกิดข้อผิดพลาดขณะจัดเรียงสินค้านี้ใหม่,module,Magento_AdvancedCheckout
SKU number,รหัสสินค้า,module,Magento_AdvancedCheckout
SKU:,รหัสสินค้า:,module,Magento_AdvancedCheckout
SKU,รหัสสินค้า,module,Magento_AdvancedCheckout
Sku,รหัสสินค้า,module,Magento_AdvancedCheckout
Shopping cart management is disabled for this customer.,การจัดการรถเข็นสินค้าถูกปิดใช้งานสำหรับลูกค้ารายนี้,module,Magento_AdvancedCheckout
Shopping Cart Management,การจัดการรถเข็น,module,Magento_AdvancedCheckout
Shopping Cart Items,รายการสินค้าในรถเข็น,module,Magento_AdvancedCheckout
Shopping Cart for %1 in %2,รถเข็น %1 ใน %2,module,Magento_AdvancedCheckout
Shopping Cart,รถเข็นสินค้า,module,Magento_AdvancedCheckout
Select products you want to buy,เลือกสินค้าที่การซื้อ,module,Magento_AdvancedCheckout
See price before order confirmation.,ดูราคาก่อนยืนยันการสั่งซื้อ,module,Magento_AdvancedCheckout
Row Subtotal,ยอดรวม,module,Magento_AdvancedCheckout
Reset,รีเซ็ต,module,Magento_AdvancedCheckout
Remove Row,ลบแถว,module,Magento_AdvancedCheckout
Remove item,ลบรายการ,module,Magento_AdvancedCheckout
Remove Coupon Code,ลบคูปอง,module,Magento_AdvancedCheckout
Remove All,ลบทั้งหมด,module,Magento_AdvancedCheckout
Remove,ลบ,module,Magento_AdvancedCheckout
Recently Viewed Products (%1),สินค้าที่ดูล่าสุด (%1),module,Magento_AdvancedCheckout
Recently Compared Products (%1),สินค้าที่ผ่านการคัดสรรแล้ว (%1),module,Magento_AdvancedCheckout
Quote item is not loaded.,รายการ id ของใบเสนอราคายังไม่ได้โหลด,module,Magento_AdvancedCheckout
Quote item id is not received.,รายการ id ของในเสนอราคายังไม่ได้รับ,module,Magento_AdvancedCheckout
Quantity,จำนวน,module,Magento_AdvancedCheckout
Qty,จำนวน,module,Magento_AdvancedCheckout
Products Requiring Attention,ผลิตภัณฑ์ที่ต้องให้ความสนใจ,module,Magento_AdvancedCheckout
Products in the Comparison List (%1),สินค้าที่มีการคัดสรร (%1),module,Magento_AdvancedCheckout
Products,สินค้า,module,Magento_AdvancedCheckout
Product,สินค้า,module,Magento_AdvancedCheckout
Price,ราคา,module,Magento_AdvancedCheckout
Please upload the file in .csv format.,กรุณาอัปโหลดไฟล์ในรูปแบบ .csv,module,Magento_AdvancedCheckout
Please select,กรุณาเลือก,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.",กรุณากรอกตัวเลขลงในช่องจำนวน,module,Magento_AdvancedCheckout
Ordered item is not loaded.,รายการสินค้าที่สั่งซื้อยังไม่ได้โหลด,module,Magento_AdvancedCheckout
Ordered item id is not received.,รายการ id ของรายการที่สั่งซื้อยังไม่ได้รับ,module,Magento_AdvancedCheckout
Order by SKU Template,สั่งซื้อโดยเทมเพลตรหัสสินค้า,module,Magento_AdvancedCheckout
Order by SKU Settings,จัดเรียงตามตั้งค่ารหัสสินค้า,module,Magento_AdvancedCheckout
Order by SKU Description,จัดเรียงตามรายละเอียดรหัสสินค้า,module,Magento_AdvancedCheckout
Order by SKU,สั่งซื้อโดยรหัสสินค้า,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","มีสินค้า <span id = ""%1_max_allowed"">%2 </ span> ในคลัง",module,Magento_AdvancedCheckout
Only %1%2%3 left in stock,เหลือเพียง%1 %2 %3 เท่านั้น,module,Magento_AdvancedCheckout
No ordered items,ไม่มีรายการสั่งซื้อ,module,Magento_AdvancedCheckout
No item specified.,ไม่มีรายการที่ระบุ,module,Magento_AdvancedCheckout
No,ไม่,module,Magento_AdvancedCheckout
Move to Wish List,ใส่ในสิ่งที่คุณอยากได้,module,Magento_AdvancedCheckout
Manage Shopping Cart,จัดการตะกร้าสินค้า,module,Magento_AdvancedCheckout
Load a list of SKUs,โหลดรายการรหัสสินค้า,module,Magento_AdvancedCheckout
Link Text,ลิงก์ข้อความ,module,Magento_AdvancedCheckout
Last ordered items (%1),รายการสั่งซื้อล่าสุด (%1),module,Magento_AdvancedCheckout
Item,ชิ้น,module,Magento_AdvancedCheckout
Incl. Tax,รวมภาษีมูลค่าเพิ่ม,module,Magento_AdvancedCheckout
ID,ID,module,Magento_AdvancedCheckout
File extensions allowed: .csv,กำหนดให้ไฟล์: .csv,module,Magento_AdvancedCheckout
File,ไฟล์,module,Magento_AdvancedCheckout
Excl. Tax,ไม่รวมภาษีมูลค่าเพิ่ม,module,Magento_AdvancedCheckout
Enable Order by SKU on My Account in Storefront,เปิดใช้งานการสั่งซื้อโดย SKU ในบัญชีของฉันในหน้าร้าน,module,Magento_AdvancedCheckout
Edit item parameters,แก้ไขพารามิเตอร์ของรายการ,module,Magento_AdvancedCheckout
Edit,แก้ไข,module,Magento_AdvancedCheckout
Display a Link to Loading a Spreadsheet,แสดงลิงก์ไปยังการโหลดสเปรดชีต,module,Magento_AdvancedCheckout
Discount,ส่วนลด,module,Magento_AdvancedCheckout
Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget,กำหนดว่าลิงก์ไปยังบัญชีของฉันหรือไม่ &gt; การสั่งซื้อตามหน้ารหัสสินค้าจะปรากฏในวิดเจ็ต,module,Magento_AdvancedCheckout
Customers,ลูกค้า,module,Magento_AdvancedCheckout
Customer Groups,กลุ่มลูกค้า,module,Magento_AdvancedCheckout
Create Order,สร้างรายการ,module,Magento_AdvancedCheckout
Configure,กำหนดค่า,module,Magento_AdvancedCheckout
Clear my shopping cart,ล้างรถเข็นของฉัน,module,Magento_AdvancedCheckout
Cancel,ยกเลิก,module,Magento_AdvancedCheckout
Back,ย้อนกลับ,module,Magento_AdvancedCheckout
Availability: Out of stock.,สถานะของสินค้า: หมด,module,Magento_AdvancedCheckout
Are you sure you want to remove this item?,คุณแน่ใจหรือไม่ว่าต้องการนำรายการนี้ออก,module,Magento_AdvancedCheckout
Are you sure you want to clear your cart?,คุณแน่ใจหรือไม่ว่าต้องการล้างตะกร้าของคุณ?,module,Magento_AdvancedCheckout
Apply Coupon Code,ใช้คูปอง,module,Magento_AdvancedCheckout
Apply Coupon,ใช้คูปอง,module,Magento_AdvancedCheckout
Apply,ปรับใช้,module,Magento_AdvancedCheckout
An error has occurred. See error log for details.,เกิดข้อผิดพลาด. ดูรายละเอียดในบันทึกข้อผิดพลาด,module,Magento_AdvancedCheckout
Alert me when this item is available.,แจ้งเตือนเมื่อมีรายการนี้,module,Magento_AdvancedCheckout
Add to Shopping Cart by SKU,เพิ่มในรถเข็นจากรหัสสินค้า,module,Magento_AdvancedCheckout
Add to Shopping Cart,เพิ่มในรถเข็น,module,Magento_AdvancedCheckout
Add to Order by SKU,เพิ่มในการสั่งซื้อจากรหัสสินค้า,module,Magento_AdvancedCheckout
Add to Order,เพิ่มในการสั่งซื้อ,module,Magento_AdvancedCheckout
Add to Cart,เพิ่มในรถเข็น,module,Magento_AdvancedCheckout
Add selections to my cart,เพิ่มลงในตะกร้าของฉัน,module,Magento_AdvancedCheckout
Add Row,เพิ่มแถว,module,Magento_AdvancedCheckout
Add Products to Order,เพิ่มสินค้าไปที่รายการสั่งซื้อ,module,Magento_AdvancedCheckout
Add Products By SKU,เพิ่มสินค้าจากรหัสสินค้า,module,Magento_AdvancedCheckout
Add Products,เพิ่มสินค้า,module,Magento_AdvancedCheckout
Action,การกระทำ,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","ผลิตภัณฑ์ <span> <span id = ""sku-attention-num"">%1 </ span> ต้องได้รับความสนใจ </ span>",module,Magento_AdvancedCheckout
%1 products require your attention.,%1 ผลิตภัณฑ์ต้องการความสนใจของคุณ,module,Magento_AdvancedCheckout
%1 product requires your attention.,ผลิตภัณฑ์ %1 ต้องการความสนใจของคุณ,module,Magento_AdvancedCheckout
%1 item(s) need your attention.,%1 รายการต้องการความสนใจของคุณ,module,Magento_AdvancedCheckout
There are no product types available for export,ผู้ใช้รายนี้ไม่มีโทเค็น,module,Magento_AdvancedPricingImportExport
Please correct the data sent.,โปรดแก้ไขข้อมูลที่ส่ง,module,Magento_AdvancedPricingImportExport
Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,รูปแบบเอนทิตี้ของต้องเป็นอินสแตนซ์ของ \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,module,Magento_AdvancedPricingImportExport
Entity type model '%1' is not found,ไม่พบรูปแบบ '%1',module,Magento_AdvancedPricingImportExport
%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,module,Magento_AdvancedRule
Sales Rule,กฎการขาย,module,Magento_AdvancedSalesRule
Index sales rule,กฎการขายดัชนี,module,Magento_AdvancedSalesRule
Yes,ใช่,module,Magento_AdvancedSearch
When you enable this option your site may slow down.,เมื่อคุณเปิดใช้งานตัวเลือกนี้เว็บไซต์ของคุณอาจทำงานช้าลง,module,Magento_AdvancedSearch
Uses,การใช้,module,Magento_AdvancedSearch
Suggested Term,ระยะที่แนะนำ,module,Magento_AdvancedSearch
Successful! Test again?,ประสบความสำเร็จ ต้องการทดสอบอีกครั้งหรือไม่?,module,Magento_AdvancedSearch
Store,ร้านค้า,module,Magento_AdvancedSearch
Show Results Count for Each Suggestion,แสดงผลการนับสำหรับคำแนะนำแต่ละข้อเสนอ,module,Magento_AdvancedSearch
Show Results Count for Each Recommendation,แสดงผลการนับสำหรับแต่ละคำแนะนำ,module,Magento_AdvancedSearch
Search Suggestions Count,จำนวนคำแนะนำในการค้นหา,module,Magento_AdvancedSearch
Search Recommendations Count,จำนวนคำแนะนำในการค้นหา,module,Magento_AdvancedSearch
Search Query,การค้นหา,module,Magento_AdvancedSearch
Results,ผลลัพธ์,module,Magento_AdvancedSearch
Related Search Terms,คำค้นหาที่เกี่ยวข้อง,module,Magento_AdvancedSearch
Related search terms,คำค้นหาที่เกี่ยวข้อง,module,Magento_AdvancedSearch
Redirect URL,เปลี่ยนเส้นทาง,module,Magento_AdvancedSearch
No,ไม่,module,Magento_AdvancedSearch
Missing search engine parameter.,พารามิเตอร์เครื่องมือค้นหาหายไป,module,Magento_AdvancedSearch
ID,ID,module,Magento_AdvancedSearch
Enable Search Suggestions,เปิดใช้งานคำแนะนำการค้นหา,module,Magento_AdvancedSearch
Enable Search Recommendations,เปิดใช้งานคำแนะนำการค้นหา,module,Magento_AdvancedSearch
Edit,แก้ไข,module,Magento_AdvancedSearch
Did you mean,คุณหมายถึง,module,Magento_AdvancedSearch
Connection failed! Test again?,การเชื่อมต่อล้มเหลวอีกครั้งหรือไม่?,module,Magento_AdvancedSearch
button_label,button_label,module,Magento_AdvancedSearch
Add New Search Term,เพิ่มคำค้นหาใหม่,module,Magento_AdvancedSearch
Action,การกระทำ,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.",การโทร RPC ล้มเหลวการเชื่อมต่อหมดเวลาหลังจาก% time_out,module,Magento_Amqp
Message has been rejected: %1,ข้อความถูกปฏิเสธ: %1,module,Magento_Amqp
Error while checking if topic is synchronous,เกิดข้อผิดพลาดขณะตรวจสอบว่าหัวข้อเป็นแบบซิงโครนัส,module,Magento_Amqp
Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.,URL พื้นฐานของคุณมีการเปลี่ยนแปลงและมีการอัปเดตรายงานของคุณ การรายงานขั้นสูงจะพร้อมใช้งานเมื่อได้รับการประมวลผลแล้ว กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Analytics
View details,ดูรายละเอียด,module,Magento_Analytics
Time value has an unsupported format,รูปแบบของเวลาไม่ถูกด้อง,module,Magento_Analytics
Time of day to send data,ช่วงเวลาในการส่งข้อมูล,module,Magento_Analytics
"This service provides a dynamic suite of reports with rich insights about your business.
                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the
                ""Go to Advanced Reporting"" link. </br> For more information, see our
                <a href=""https://magento.com/legal/terms/privacy"">terms and conditions</a>.","</b> สำหรับข้อมูลเพิ่มเติมโปรดดูที่ <a href = https://magento.com/legal/terms/privacy"">ข้อกำหนดในการให้บริการ</a>",module,Magento_Analytics
"These arguments can't be empty ""%1""",กฎนี้ไม่มีอยู่อีกต่อไป,module,Magento_Analytics
There was an error save new configuration value.,ผลิตภัณฑ์นี้หมดสต๊อก,module,Magento_Analytics
TestMessage,ข้อความทดสอบ,module,Magento_Analytics
Technology B2B,เทคโนโลยี B2B,module,Magento_Analytics
Subscription status,สถานะการสมัครสมาชิก,module,Magento_Analytics
"Source ""%1"" is not exist","ไม่มี ""%1"" ของแหล่งข้อมูล",module,Magento_Analytics
"Sorry, there was an error processing your registration request to Magento Analytics. Please try again later.",ขออภัยมีข้อผิดพลาดในการลงทะเบียนไปยัง Magento Analytics กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.",ขออภัยเกิดข้อผิดพลาดในการประมวลผล กรุณาลองใหม่อีกครั้งในภายหลัง.,module,Magento_Analytics
powered by Magento Business Intelligence,ขับเคลื่อนโดย Magento Business Intelligence,module,Magento_Analytics
Please select a vertical.,โปรดเลือกแนวตั้ง,module,Magento_Analytics
--Please Select--,-- กรุณาเลือก --,module,Magento_Analytics
Pharma and Medical Devices,ยาและอุปกรณ์ทางการแพทย์,module,Magento_Analytics
Pet Goods,สินค้าสำหรับสัตว์เลี้ยง,module,Magento_Analytics
Outdoor and Camping Gear,กลางแจ้งและตั้งแคมป์,module,Magento_Analytics
Opt out,เลือกออก,module,Magento_Analytics
Office Supplies,เครื่องใช้สำนักงาน,module,Magento_Analytics
Not valid cipher method.,วิธีการเข้ารหัสไม่ถูกต้อง,module,Magento_Analytics
Mass Merchant,ผู้ค้ารายใหญ่,module,Magento_Analytics
"Magento Business Intelligence provides you with a simple and clear path to
                    becoming more data driven.</br> Learn more about <a target=""_blank""
                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">BI Essentials</a> tier.","Magento Business Intelligence ช่วยให้คุณมีเส้นทางที่ง่ายและชัดเจนในการขับเคลื่อนข้อมูลมากขึ้น </b> เรียนรู้เพิ่มเติมเกี่ยวกับ <a target = ""_ blank"" href = ""https://dashboard.rjmetrics.com/v2/magento /signup ""> สิ่งที่จำเป็นสำหรับ BI </a>",module,Magento_Analytics
Jewelry and Watches,เครื่องประดับและนาฬิกา,module,Magento_Analytics
Input data must be string or convertible into string.,ข้อมูลต้องเป็นตัวอักษรเท่านั้น,module,Magento_Analytics
Input data must be non-empty string.,ข้อมูลต้องเป็นตัวอักษรว่างเปล่าเท่านั้น,module,Magento_Analytics
"In order to personalize your Advanced Reporting experience, please select your industry.",ในการปรับเปลี่ยนประสบการณ์การรายงานขั้นสูงในแบบของคุณโปรดเลือกอุตสาหกรรมของคุณ,module,Magento_Analytics
Industry,อุตสาหกรรม,module,Magento_Analytics
Home Improvement,การปรับปรุงบ้าน,module,Magento_Analytics
Home Goods and Furniture,บ้านสินค้าและเฟอร์นิเจอร์,module,Magento_Analytics
Go to Advanced Reporting,ไปที่การรายงานขั้นสูง,module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.",รับข้อมูลเชิงลึกใหม่ ๆ และใช้คำสั่งประสิทธิภาพของธุรกิจของคุณโดยใช้ผลิตภัณฑ์แบบไดนามิกคำสั่งซื้อและรายงานจากลูกค้าที่ปรับแต่งให้เหมาะกับข้อมูลลูกค้าของคุณ,module,Magento_Analytics
"Food, Beverage and Grocery",อาหารเครื่องดื่มและของชำ,module,Magento_Analytics
File is not ready yet.,ไฟล์ยังไม่พร้อม,module,Magento_Analytics
